Date,Survey_Period,Observer,Plot_ID,Treatment,Species,Substrate,Size,Substrate_Height,Above_Below_Mesh
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POSP,,1,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POSP,,3,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POSP,,1.5,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POSP,,3,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POSP,,3.5,H,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POSP,,2.5,L,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POSP,,2,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POSP,,3.2,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POCS,,2.5,H,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POCS,,2.5,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POCS,,1.9,H,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POCS,,3,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,POCS,,2.3,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,PSSP,,4,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,PSSP,,0.9,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,PSSP,,1,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,PSSP,,2.8,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,PSSP,,3,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,PSSP,,2.5,L,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,PSSP,,1,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,PSSP,,1.5,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,MOSP,,0.4,L,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,MOSP,,1.5,L,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,MOSP,,5,L,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,MOSP,,6,L,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,MOSP,,3.5,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,MOSP,,2.5,M,
10/23/2024,T0_Post_Installation,MSL,22,Boulder,MOSP,,1.7,H,
10/10/2024,T0_Post_Installation,CSC,24,Mesh,POCS,Rubble,2.5,,B
10/10/2024,T0_Post_Installation,CSC,24,Mesh,MOSP,Hard,2.3,,B
10/10/2024,T0_Post_Installation,CSC,24,Mesh,POSP,Hard,2,,B
10/10/2024,T0_Post_Installation,CSC,24,Mesh,LEPT,Hard,5,,B
10/23/2024,T0_Post_Installation,JC,25,Boulder,POSP,Hard,2,M,
10/23/2024,T0_Post_Installation,JC,25,Boulder,POSP,Hard,2.3,M,
10/23/2024,T0_Post_Installation,JC,25,Boulder,POSP,Hard,0.8,M,
10/23/2024,T0_Post_Installation,JC,25,Boulder,MOSP,Hard,1,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,MOSP,Hard,1.8,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,MOSP,Hard,2,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,MOSP,Hard,2.1,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,MOSP,Hard,3,M,
10/23/2024,T0_Post_Installation,JC,25,Boulder,MOSP,Hard,2.5,M,
10/23/2024,T0_Post_Installation,JC,25,Boulder,POSP,Hard,3.4,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,POSP,Hard,1.2,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,POSP,Hard,1.3,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,POCS,Hard,2,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,MOSP,Hard,1.4,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,MOSP,Hard,1,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,POSP,Hard,1.2,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,POSP,Hard,1.3,L,
10/23/2024,T0_Post_Installation,JC,25,Boulder,MOSP,Hard,0.5,L,
10/23/2024,T0_Post_Installation,JC,25,Boulder,MOSP,Hard,2.1,H,
10/23/2024,T0_Post_Installation,JC,25,Boulder,POSP,Hard,2,L,
10/23/2024,T0_Post_Installation,JC,25,Boulder,POCS,Hard,1.8,M,
10/23/2024,T0_Post_Installation,JC,25,Boulder,PSSP,Hard,1.5,M,
10/10/2024,T0_Post_Installation,IB,27,Mesh,MCAP,Rubble,2.8,,B
10/10/2024,T0_Post_Installation,IB,27,Mesh,MCAP,Rubble,3.2,,B
10/10/2024,T0_Post_Installation,IB,27,Mesh,POSP,Rubble,4.1,,B
10/10/2024,T0_Post_Installation,MSL,28,Mesh,MOSP,Rubble,4,,
10/10/2024,T0_Post_Installation,CSC,30,Mesh,POSP,Rubble,2,,B
10/10/2024,T0_Post_Installation,CSC,30,Mesh,POSP,Rubble,2.5,,B
10/10/2024,Baseline,CSC,30,Mesh,POSP,Rubble,4.5,,B
10/10/2024,Baseline,IB,11(L),Reference,POSP,Hard,5.1,,
10/10/2024,Baseline,IB,11(L),Reference,POSP,Hard,2.8,,
10/10/2024,Baseline,IB,11(L),Reference,POSP,Hard,2.3,,
10/10/2024,Baseline,IB,11(L),Reference,POSP,Hard,1.1,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,4.5,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,14.8,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,3,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,3.2,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,2.1,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,3.2,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,7.8,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,2.9,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,3.3,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,1.5,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Rubble,5.6,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,9.5,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,6.7,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,3.3,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,3.1,,
10/10/2024,Baseline,IB,11(L),Reference,PLOB,Hard,3.8,,
10/10/2024,Baseline,IB,11(L),Reference,MPAT,Hard,2.3,,
10/10/2024,Baseline,IB,11(L),Reference,MPAT,Hard,9.3,,
10/10/2024,Baseline,IB,11(L),Reference,MPAT,Hard,11.1,,
10/10/2024,Baseline,IB,11(L),Reference,MPAT,Hard,4.2,,
10/10/2024,Baseline,IB,11(L),Reference,MPAT,Hard,3.3,,
10/10/2024,Baseline,IB,11(L),Reference,MCAP,Hard,3,,
10/10/2024,Baseline,IB,11(L),Reference,MCAP,Hard,4.2,,
4/7/2025,T1_6mo_preoutplant,DTP,1,Mesh,PMEA,Rubble,3.2,,
4/7/2025,T1_6mo_preoutplant,DTP,1,Mesh,POSP,Rubble,2,,
4/7/2025,T1_6mo_preoutplant,DTP,1,Mesh,MCAP,Rubble,3.5,,
4/7/2025,T1_6mo_preoutplant,DTP,1,Mesh,PMEA,Hard,2.5,,
4/7/2025,T1_6mo_preoutplant,DTP,1,Mesh,PMEA,Rubble,4.5,,
4/7/2025,T1_6mo_preoutplant,DTP,1,Mesh,PMEA,Rubble,2.2,,
4/7/2025,T1_6mo_preoutplant,DTP,1,Mesh,PMEA,Rubble,7,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,MCAP,Rubble,2.5,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,POCS,Rubble,2,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,POCS,Hard,2.9,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,POCS,Rubble,4.6,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,PLOB,Hard,1.8,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,PLOB,Rubble,2,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,POCS,Hard,1.8,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,MCAP,Rubble,3.4,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,PLOB,Hard,1.2,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,MCAP,Hard,2.5,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,MCAP,Hard,4.4,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,PLOB,Rubble,1.2,,
4/7/2025,T1_6mo_preoutplant,MA,2,Control,MCAP,Rubble,1,,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,3,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,3.5,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,2.5,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,2,H,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,1.5,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,2,H,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,3,H,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,2,H,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,0.8,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,4,H,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,2.8,H,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,2.1,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,1.3,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,2,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,2.8,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PMEA,Hard,1.9,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,4,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,2.2,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,1.8,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,2,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,2.5,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,2,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,MCAP,Hard,0.5,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,MCAP,Hard,5,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,MCAP,Hard,4.5,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,MCAP,Hard,3,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,MCAP,Hard,2.5,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,MCAP,Hard,1.8,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,MCAP,Hard,2.5,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,MCAP,Hard,6,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,0.5,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,0.8,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,1.7,M,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,1.6,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,1.7,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,1.5,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,1.5,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,1,L,
4/7/2025,T1_6mo_preoutplant,CSC,3,Boulder,PLOB,Hard,1.5,M,
4/7/2025,T1_6mo_preoutplant,DTP,5,Control,POSP,Rubble,1.5,,
4/7/2025,T1_6mo_preoutplant,DTP,5,Control,POSP,Rubble,1,,
4/7/2025,T1_6mo_preoutplant,DTP,5,Control,POSP,Rubble,1.5,,
4/7/2025,T1_6mo_preoutplant,DTP,5,Control,MCAP,Rubble,2.5,,
4/7/2025,T1_6mo_preoutplant,MA,6,Mesh,PLOB,Hard,2,,
4/7/2025,T1_6mo_preoutplant,MA,6,Mesh,POCS,Rubble,2.5,,A
4/7/2025,T1_6mo_preoutplant,MA,6,Mesh,MCAP,Rubble,4,,
4/7/2025,T1_6mo_preoutplant,MA,6,Mesh,PLOB,Rubble,4.8,,A
4/7/2025,T1_6mo_preoutplant,MA,6,Mesh,MCAP,Rubble,3,,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,PLOB,Hard,1.4,H,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,PLOB,Hard,2.9,H,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,MCAP,Hard,4.3,H,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,PLOB,Hard,3,M,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,PLOB,Hard,2.2,H,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,POCS,Hard,1.5,H,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,MCAP,Hard,3.4,L,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,POCS,Hard,2,L,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,PLOB,Hard,1,L,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,POCS,Hard,1.8,L,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,POCS,Hard,1,L,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,PLOB,Hard,6.1,M,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,MCAP,Hard,15,M,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,MCAP,Hard,2,H,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,POCS,Hard,2.5,M,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,POCS,Hard,1,L,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,PLOB,Hard,2,H,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,PLOB,Hard,2,H,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,POCS,Hard,21,M,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,MCAP,Hard,5,L,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,MCAP,Hard,4.6,L,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,PLOB,Hard,2.5,L,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,MCAP,Hard,3.1,M,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,MCAP,Hard,0.6,M,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,MCAP,Hard,1,M,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,PLOB,Hard,2.4,M,
4/7/2025,T1_6mo_preoutplant,MA,7,Boulder,CYPS,Hard,1.6,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,2,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,5.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,4,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,1.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,1.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,2,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,1.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,1.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,1.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,1.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MOSP,Hard,0.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,2,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,3,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,0.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,2.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,0.5,L,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,3.5,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,2,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,3,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,1,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MPAT,Hard,2,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MPAT,Hard,1.5,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MPAT,Hard,2.5,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MPAT,Hard,3,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,3.5,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,2.5,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,2,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,1,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,1,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,1.5,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,2,M,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,1,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,2.5,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,0.5,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,0.5,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POCS,Hard,1,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,1,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,0.5,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,2,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,3,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,1,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,2,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,0.5,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,POSP,Hard,1,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,3,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,1.5,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,1.4,H,
4/9/2025,T1_6mo_preoutplant,DTP,9,Boulder,MCAP,Hard,1,H,
4/7/2025,T1_6mo_preoutplant,CSC,10,Control,,,,,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,1.9,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,2.5,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,2,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,4.5,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,1.2,M,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,3.5,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,1.3,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,0.7,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,0.5,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,0.8,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,2,M,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,2.4,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,2.1,M,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,6,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,2.5,M,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,1,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,9,M,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,2,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,1,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,6,M,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,1.2,M,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,2.5,M,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,1,L,
4/7/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,4,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,3,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,2,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,2,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,2,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,2.5,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,4.5,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,2,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,1,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,1.1,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,1.1,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,1,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,2,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PMEA,Hard,2.5,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,2.5,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,3,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,1.5,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,6,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,5,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,2,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,6,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,4,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,4,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,3.5,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,4.2,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,2,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,1.3,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,3.2,H,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,1.5,H,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MCAP,Hard,1.9,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,2,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,4,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,1.9,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,2,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,3,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,1.1,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,1.5,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,1,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,12,H,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,2.1,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,1.8,L,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,PLOB,Hard,3,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,MPAT,Hard,4,M,
4/10/2025,T1_6mo_preoutplant,CSC,11,Boulder,LPUR,Hard,4,L,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,PLOB,Hard,6,,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,PLOB,Rubble,2,,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,PLOB,Hard,1.2,,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,PLOB,Hard,6.5,,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,POCS,Hard,2.4,,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,POCS,Hard,3,,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,MCAP,Hard,2.1,,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,MCAP,Hard,5.4,,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,MCAP,Hard,1.6,,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,MCAP,Hard,2,,
4/9/2025,T1_6mo_preoutplant,MA,13,Control,MCAP,Rubble,4,,
4/10/2025,T1_6mo_preoutplant,CRJ,16,Mesh,,,,,
4/10/2025,T1_6mo_preoutplant,MSL,17,Boulder,POCS,Hard,1.5,M,
4/10/2025,T1_6mo_preoutplant,MSL,17,Boulder,POCS,Hard,3,L,
4/10/2025,T1_6mo_preoutplant,MSL,17,Boulder,POCS,Hard,2.5,H,
4/10/2025,T1_6mo_preoutplant,MSL,17,Boulder,POCS,Hard,2,M,
4/10/2025,T1_6mo_preoutplant,MSL,17,Boulder,POSP,Hard,2,M,
4/10/2025,T1_6mo_preoutplant,MSL,17,Boulder,POSP,Hard,1.5,M,
4/10/2025,T1_6mo_preoutplant,MSL,17,Boulder,POSP,Hard,4,L,
